LineCode,LineText
line:af97f6,ты уложилась всего в {{BoatRaceTimeText}} сек!
line:2abab6,и это с {{BoatRacePenalties}} штрафами!
line:506eb1,и это со штрафом!
line:72712c,и знаешь что?
line:0182a2,ты ВЫИГРАЛА!
line:45c95a,да-а!
line:0848a7,пятюню?
line:21e98c,уф
line:b70adb,лень тянуться
line:9a6bfe,возьми лучше приз!
line:c6c2df,с ним и без трамплина полетишь!
line:4cc323,ты РАЗБИЛА ВДРЕБЕЗГИ\nпрошлый рекорд в {{BoatRaceBestTimeText}} сек!
line:8283d1,"после такого обычно все хлопают\nи такие: «ДА, ЁШКИН КОТ!»"
line:e78f9d,"да, ёшкин кот!!!"
line:ab0ea7,ты СТЁРЛА В ПОРОШОК\nпрошлый рекорд в {{BoatRaceBestTimeText}} сек!
line:f9a711,это тянет на оценку\n«ВЫСШИЙ ПИЛОТАЖ!»
line:95b1b6,высший пилотаж!!!
line:0492dd,ты РАЗЛОЖИЛА НА АТОМЫ\nпрошлый рекорд в {{BoatRaceBestTimeText}} сек!
line:4910de,это достойно целого\n«ВА-ВА-БУП-БУП!»
line:62b09b,э-э-э
line:b414bf,ва-ва-буп-буп?
line:8d42d8,ой
line:8f7699,это локальный мем
line:8f4053,локальный мем...
line:5f96e8,типа
line:99f37c,прикол для друзей?
line:0b6ac8,"да, смысл тот же"
line:649294,и-и-и финиш!
line:98be75,ты уложилась в {{BoatRaceTimeText}} сек!
line:91d815,это если считать с {{BoatRacePenalties}} штрафами
line:7996d1,это если считать со штрафом
line:052f51,"блин, медленно!"
line:4b6c1f,но всё равно весело!
line:0c786a,"скажи, если захочешь\nещё погонять"
line:d977ac,хорошее время!
line:292d27,"конечно, не предыдущие {{BoatRaceBestTimeText}}"
line:4614f5,но всё ещё хорошо!
line:08d0a6,м-м-м
line:df481d,просто хочу сказать...
line:e3ea2f,"спасибо, что не бросила\nменя с трамплином"
line:896fd6,и
line:17bd81,что папе не сказала...
line:95d0a0,да не парься ты!
line:d3edae,легко идёт
line:c0a0fa,я быстро читаю
line:70aff2,"скоро закончу, наверное"
line:b4aee5,что читаете?
line:891680,"а, это?"
line:7e841d,просто книжка
line:9ed0ed,ясно
line:10778e,так о чём она?
line:fc45af,кто она?
line:4c0f79,ваша книга!
line:f4254e,"а, книга"
line:21600f,это фэнтезийный роман
line:22551d,в общем
line:9b441c,он про... магию и всё такое
line:c12e5d,интересно
line:12da43,просто убиваю время
line:678f25,тоже ничего
line:3a5e91,вообще ничего
line:a3b613,пока!
line:892b16,так
line:2532c6,что за книга?
line:20d52d,ну...
line:c1938d,это только первая книга в серии
line:015704,вряд ли ты о ней слышала
line:760b66,она пока не особо известна
line:0e17f1,но если в общих чертах...
line:81e180,"она о древнем волшебном мире, где\nколдуны сражаются за славу, превращая\nкамни в могучих големов, которые\nбьются друг с другом на грандиозных\nаренах, наполненных опасными\nловушками и страшными монстрами"
line:b3921b,"и поначалу кажется, что на первом плане —\nсражения, но на самом деле это история\nименно о персонажах, а сражения как бы\nметафорически связаны с внутренней\nборьбой каждого мага, пытающегося\nвыжить в жестоком и равнодушном мире"
line:8ce110,очень интересная история
line:254ac0,да
line:6526af,но как называется-то?
line:d940c4,"ой, это..."
line:9c573e,первая книга «Скалоборцев». называется\n«Восставшие из камня»
line:f77238,круто!
line:bb88eb,да...
line:ce9f58,так и есть
line:eee6f6,я уже на второй книге!
line:e54497,«Скалоборцы. Двадцать тысяч лье под рудой»
line:825447,она помрачнее первой
line:e60e76,"кругом исчезают люди,\nи никто не знает почему"
line:f9ed87,обстановка накалена до предела
line:816086,интересно
line:7d5122,"надеюсь, тайну разгадают!"
line:b91fd7,я сейчас третью читаю
line:5746d1,«Скалоборцы. Властелин камней»
line:eb185b,два великих мага...
line:b7228e,В ПРОШЛОМ — ДРУЗЬЯ
line:8de90a,...оказались по разные стороны баррикад!
line:84e697,ставки высоки
line:f5f662,проигравший навсегда\nоткажется от магии!
line:77b8f7,ой-ой!!!
line:a98b9d,и не говори!
line:e5b9c3,ну... я уже сказала
line:8e926a,перешёл к четвёртой части
line:709dda,«Скалоборцы. Каминные сердца»
line:b31881,она хороша
line:ff0d6c,цитирую обложку:
line:6f58ee,«расцветающий между големами роман\nвызвал переполох на поле боя!
line:3ea37e,смогут ли Мегакулак и Камнедробилка\nнайти настоящую любовь во время войны?»
line:7afe8f,держу за них кулаки!
line:fca29d,"ну как, уже закончили?"
line:eb3ed2,ага
line:83967e,сейчас читаю пятую книгу:\n«Камень нашего времени»
line:d6faef,"«когда таинственный враг угрожает\nсамому существованию планеты,"
line:e6e8ca,"и колдунам, и големам приходится\nсражаться за тех, кого они любят!»"
line:1ae489,сюжет быстро развивается
line:8508d0,и не говори
line:2ae2e5,ещё не закончили?
line:dfbb31,я на последней книге
line:f28f05,названа просто
line:23f34d,«Скалоборцы. Безвременье»
line:824a8e,"«Прошли столетия после событий „Камня нашего времени“.\nРоналду, сын Мегакулака и Камнедробилки,\nбродит по бесплодной земле в поисках признаков жизни»"
line:b80a49,настоящий шедевр
line:bda79c,я закончил!
line:8f3d8e,все книги?
line:a3d23f,все книги
line:a3840b,и что теперь?
line:0873b5,"заново начну, наверное"
line:aa1033,"говорят, на пятый раз\nстановится ещё лучше!"
line:8af30b,хорошо идёт
line:56f562,вы быстро читаете
line:f3f875,это так
line:2eab83,"<sprite name=""DownArrow"" tint=1> Рыжие острова"
line:96eaae,Добро пожаловать на Рыжие острова!
line:ad91c8,"Хотя эта маленькая группа островов\nи находится в тени славы Ястребиного\nпика, вниманием она не обделена!"
line:bb9b11,"Угадаете ли ВЫ, почему эти\nострова так назвали?"
line:f38701,"очевидно, за цвет камней"
line:0dc4d3,"это просто табличка, а я просто читаю"
